,Accuracy,Percentage,Time
0,0.860966409197054,0.0998742590264056,3.1573140621185303
1,0.8611460391593317,0.10167055864918269,2.936518907546997
2,0.8606071492724987,0.10346685827195977,2.9158971309661865
3,0.860966409197054,0.10526315789473684,2.9582319259643555
4,0.860427519310221,0.10705945751751392,2.9541847705841064
5,0.8618645590084426,0.108855757140291,3.022102117538452
6,0.8640201185557751,0.11065205676306808,2.9802889823913574
7,0.8633015987066642,0.11244835638584516,3.0293610095977783
8,0.8618645590084426,0.11424465600862224,3.017115831375122
9,0.8607867792347763,0.11604095563139932,3.0513179302215576
10,0.8631219687443865,0.11783725525417639,3.0350520610809326
11,0.8633015987066642,0.11963355487695347,3.094651937484741
12,0.8618645590084426,0.12142985449973055,3.084280014038086
13,0.863481228668942,0.12322615412250763,3.1259100437164307
14,0.8620441889707203,0.1250224537452847,3.116302013397217
15,0.8633015987066642,0.12681875336806178,3.203774929046631
16,0.8633015987066642,0.12861505299083886,3.2163920402526855
17,0.8631219687443865,0.13041135261361594,3.4414432048797607
18,0.8633015987066642,0.13220765223639303,3.229465961456299
19,0.8645590084426082,0.1340039518591701,3.3663511276245117
20,0.8643793784803305,0.1358002514819472,3.41416597366333
21,0.8659960481408299,0.13759655110472427,3.3711299896240234
22,0.866534938027663,0.13939285072750135,3.254676103591919
23,0.866534938027663,0.14118915035027843,3.2917020320892334
24,0.8661756781031076,0.1429854499730555,3.295830011367798
25,0.8661756781031076,0.1447817495958326,3.339555025100708
26,0.8656367882162744,0.14657804921860967,3.3652050495147705
27,0.8661756781031076,0.14837434884138676,3.701992988586426
28,0.8672534578767739,0.15017064846416384,3.6061580181121826
29,0.8683312376504401,0.1519669480869409,3.6180269718170166
30,0.8677923477636069,0.15376324770971797,3.4784469604492188
31,0.8704867971977726,0.15555954733249505,3.5442581176757812
32,0.8706664271600503,0.15735584695527213,3.5369999408721924
33,0.8712053170468834,0.15915214657804921,3.745577096939087
34,0.8717442069337166,0.1609484462008263,3.4790470600128174
35,0.8719238368959943,0.16274474582360338,3.5077881813049316
36,0.8722830968205497,0.16454104544638046,3.504549980163574
37,0.8722830968205497,0.16633734506915754,3.581223964691162
38,0.8735405065564936,0.16813364469193462,3.5460100173950195
39,0.8742590264056045,0.1699299443147117,3.6915149688720703
40,0.8744386563678822,0.17172624393748878,3.6105620861053467
41,0.8756960661038261,0.17352254356026586,3.530163049697876
42,0.8755164361415484,0.17531884318304294,3.296437978744507
43,0.8744386563678822,0.17711514280582,3.24556303024292
44,0.8753368061792707,0.17891144242859708,3.305298089981079
45,0.8758756960661038,0.18070774205137416,3.5237481594085693
46,0.876414585952937,0.18250404167415124,3.4873671531677246
47,0.8765942159152147,0.18430034129692832,3.7109758853912354
48,0.8774923657266032,0.1860966409197054,3.307891845703125
49,0.8774923657266032,0.18789294054248248,3.3428680896759033
50,0.8773127357643254,0.18968924016525956,3.3181300163269043
51,0.8773127357643254,0.19148553978803665,3.353523015975952
52,0.8776719956888809,0.19328183941081373,3.312837839126587
53,0.8787497754625472,0.1950781390335908,3.395296096801758
54,0.8792886653493803,0.1968744386563679,3.3960061073303223
55,0.880725705047602,0.19867073827914497,3.45871901512146
56,0.8816238548589905,0.20046703790192205,3.3787481784820557
57,0.8819831147835459,0.20226333752469913,3.456246852874756
58,0.8819831147835459,0.20405963714747619,3.448474884033203
59,0.8828812645949344,0.20585593677025327,3.4247138500213623
