,Accuracy,Percentage,Time
0,0.9500628704867972,0.0998742590264056,0.22643399238586426
1,0.950781390335908,0.10167055864918269,0.1472949981689453
2,0.9617388180348482,0.10346685827195977,0.1813499927520752
3,0.9561702892042393,0.10526315789473684,0.12243103981018066
4,0.9552721393928507,0.10705945751751392,0.12796878814697266
5,0.9628165978085145,0.108855757140291,0.13297605514526367
6,0.9583258487515718,0.11065205676306808,0.14599108695983887
7,0.9678462367522903,0.11244835638584516,0.13236689567565918
8,0.9689240165259565,0.11424465600862224,0.12632513046264648
9,0.9660499371295131,0.11604095563139932,0.12999701499938965
10,0.9700017962996228,0.11783725525417639,0.12954378128051758
11,0.9692832764505119,0.11963355487695347,0.13113880157470703
12,0.9719777258846776,0.12142985449973055,0.12953996658325195
13,0.9737740255074546,0.12322615412250763,0.13967299461364746
14,0.972336985809233,0.1250224537452847,0.1419219970703125
15,0.9750314352433986,0.12681875336806178,0.13950204849243164
16,0.9761092150170648,0.12861505299083886,0.1467278003692627
17,0.976648104903898,0.13041135261361594,0.1359410285949707
18,0.9755703251302317,0.13220765223639303,0.13575100898742676
19,0.9762888449793425,0.1340039518591701,0.13957786560058594
20,0.9800610741871745,0.1358002514819472,0.14415884017944336
21,0.9762888449793425,0.13759655110472427,0.14156579971313477
22,0.9814981138853961,0.13939285072750135,0.13834095001220703
23,0.9793425543380636,0.14118915035027843,0.13727998733520508
24,0.9782647745643973,0.1429854499730555,0.15005016326904297
25,0.9807795940362852,0.1447817495958326,0.17290902137756348
26,0.9841925633195617,0.14657804921860967,0.16702890396118164
27,0.9816777438476738,0.14837434884138676,0.1513381004333496
28,0.9831147835458954,0.15017064846416384,0.14194297790527344
29,0.9834740434704509,0.1519669480869409,0.1512129306793213
30,0.9854499730555056,0.15376324770971797,0.15481305122375488
31,0.9841925633195617,0.15555954733249505,0.1586761474609375
32,0.9841925633195617,0.15735584695527213,0.15697693824768066
33,0.9868870127537274,0.15915214657804921,0.15472197532653809
34,0.9863481228668942,0.1609484462008263,0.14680695533752441
35,0.9865277528291719,0.16274474582360338,0.1636819839477539
36,0.9874259026405604,0.16454104544638046,0.15939784049987793
37,0.9892222022633376,0.16633734506915754,0.15203499794006348
38,0.9899407221124483,0.16813364469193462,0.16043901443481445
39,0.9894018322256153,0.1699299443147117,0.16796493530273438
40,0.9895814621878929,0.17172624393748878,0.1665480136871338
41,0.9895814621878929,0.17352254356026586,0.16855192184448242
42,0.9906592419615592,0.17531884318304294,0.1599729061126709
43,0.990120352074726,0.17711514280582,0.16834616661071777
44,0.9902999820370038,0.17891144242859708,0.16632914543151855
45,0.9920962816597808,0.18070774205137416,0.17229390144348145
46,0.9904796119992815,0.18250404167415124,0.17849087715148926
47,0.9915573917729478,0.18430034129692832,0.17508387565612793
48,0.9915573917729478,0.1860966409197054,0.1774458885192871
49,0.9919166516975031,0.18789294054248248,0.17636322975158691
50,0.9915573917729478,0.18968924016525956,0.1764390468597412
51,0.9906592419615592,0.19148553978803665,0.16884613037109375
52,0.9911981318483923,0.19328183941081373,0.1696031093597412
53,0.9897610921501706,0.1950781390335908,0.17987513542175293
54,0.9917370217352255,0.1968744386563679,0.18118000030517578
55,0.9922759116220585,0.19867073827914497,0.1885089874267578
56,0.9902999820370038,0.20046703790192205,0.17374587059020996
57,0.9911981318483923,0.20226333752469913,0.1862328052520752
58,0.990120352074726,0.20405963714747619,0.17878293991088867
59,0.9924555415843362,0.20585593677025327,0.18777203559875488
60,0.9911981318483923,0.20765223639303035,0.21513795852661133
61,0.9929944314711694,0.20944853601580743,0.20841002464294434
62,0.993892581282558,0.2112448356385845,0.18682312965393066
63,0.9937129513202803,0.2130411352613616,0.18923592567443848
64,0.993892581282558,0.21483743488413867,0.18375706672668457
65,0.9942518412071133,0.21663373450691575,0.20792102813720703
66,0.9931740614334471,0.21843003412969283,0.23584699630737305
67,0.9940722112448357,0.22022633375246992,0.18644094467163086
68,0.9933536913957248,0.222022633375247,0.19588780403137207
69,0.9928148015088917,0.22381893299802408,0.16980791091918945
70,0.9937129513202803,0.22561523262080116,0.17283916473388672
71,0.9940722112448357,0.22741153224357824,0.20280003547668457
72,0.9947907310939464,0.22920783186635532,0.20598506927490234
73,0.9946111011316687,0.23100413148913237,0.18763399124145508
74,0.993892581282558,0.23280043111190946,0.21044087409973145
75,0.9946111011316687,0.23459673073468654,0.3292710781097412
76,0.9947907310939464,0.23639303035746362,0.2195889949798584
77,0.9946111011316687,0.2381893299802407,0.18985199928283691
78,0.9942518412071133,0.23998562960301778,0.21704697608947754
79,0.9949703610562242,0.24178192922579486,0.27031493186950684
80,0.9940722112448357,0.24357822884857194,0.22431111335754395
81,0.993892581282558,0.24537452847134902,0.20809292793273926
82,0.9942518412071133,0.2471708280941261,0.20778799057006836
83,0.9940722112448357,0.24896712771690319,0.18955421447753906
84,0.9947907310939464,0.25076342733968027,0.18479394912719727
85,0.9949703610562242,0.2525597269624573,0.18844914436340332
86,0.9937129513202803,0.25435602658523443,0.18704509735107422
87,0.9937129513202803,0.2561523262080115,0.20404815673828125
88,0.9949703610562242,0.2579486258307886,0.19071197509765625
89,0.994431471169391,0.25974492545356564,0.18927288055419922
90,0.9949703610562242,0.26154122507634275,0.18656396865844727
91,0.9953296209807796,0.2633375246991198,0.20586800575256348
92,0.9951499910185019,0.2651338243218969,0.19746685028076172
93,0.9946111011316687,0.26693012394467397,0.18018293380737305
94,0.9947907310939464,0.2687264235674511,0.18926215171813965
95,0.9946111011316687,0.27052272319022813,0.20114493370056152
96,0.9955092509430573,0.2723190228130052,0.20657086372375488
97,0.9955092509430573,0.2741153224357823,0.2125389575958252
98,0.9951499910185019,0.27591162205855935,0.19785499572753906
